Data,Id_Marketing,Sessoes,Usuarios,Conversoes,Receita
2024-07-20,4,409,370,2,751.3199999999999
2024-07-20,5,372,309,8,1589.12
2024-07-20,6,151,123,4,881.8799999999999
2024-07-20,7,96,87,1,0.0
2024-07-21,1,604,537,7,995.36
2024-07-21,2,622,570,8,1215.91
2024-07-21,3,505,396,4,778.8000000000001
2024-07-21,4,405,301,3,149.75
2024-07-21,5,447,352,10,1461.5
2024-07-21,6,135,121,3,143.79
2024-07-21,7,123,100,1,0.0
2024-07-22,1,486,394,6,953.4300000000001
2024-07-22,2,415,370,5,847.53
2024-07-22,3,402,319,3,132.45
2024-07-22,4,322,293,2,255.02
2024-07-22,5,296,245,6,1252.71
2024-07-22,6,103,80,2,420.0
2024-07-22,7,105,88,1,0.0
2024-07-23,1,516,428,4,529.1600000000001
2024-07-23,2,464,413,8,1389.03
2024-07-23,3,520,421,4,506.87
2024-07-23,4,325,295,2,154.81
2024-07-23,5,308,242,6,407.0
2024-07-23,6,89,66,2,293.79
2024-07-23,7,112,93,1,0.0
2024-07-24,1,581,500,7,1416.01
2024-07-24,2,586,439,8,1538.68
2024-07-24,3,339,269,2,382.9
2024-07-24,4,387,330,3,119.54
2024-07-24,5,235,204,5,476.96000000000004
2024-07-24,6,141,115,3,143.45
2024-07-24,7,73,62,1,0.0
2024-07-25,1,280,241,3,281.11
2024-07-25,2,426,364,7,865.05
2024-07-25,3,434,396,4,1103.4
2024-07-25,4,338,251,2,181.87
2024-07-25,5,271,235,5,747.3499999999999
2024-07-25,6,103,82,2,532.24
2024-07-25,7,101,82,1,0.0
2024-07-26,1,467,380,5,757.19
2024-07-26,2,460,402,8,1148.56
2024-07-26,3,439,391,4,360.05
2024-07-26,4,371,317,2,137.4
2024-07-26,5,280,243,6,800.81
2024-07-26,6,159,121,4,932.83
2024-07-26,7,80,59,1,0.0
2024-07-27,1,645,556,7,1260.9299999999998
2024-07-27,2,320,242,4,437.5
2024-07-27,3,461,364,4,412.09
2024-07-27,4,253,206,1,0.0
2024-07-27,5,189,145,3,282.1
2024-07-27,6,147,132,4,499.67
2024-07-27,7,93,74,1,0.0
2024-07-28,1,584,522,6,1141.85
2024-07-28,2,360,293,5,816.26
2024-07-28,3,454,395,5,780.7099999999999
2024-07-28,4,320,238,2,230.24
2024-07-28,5,269,205,5,1228.94
2024-07-28,6,142,112,4,1036.92
2024-07-28,7,88,75,1,0.0
2024-07-29,1,380,337,4,1070.7
2024-07-29,2,397,361,6,921.39
2024-07-29,3,204,161,1,0.0
2024-07-29,4,234,205,1,0.0
2024-07-29,5,230,207,4,1127.45
2024-07-29,6,105,79,2,189.19
2024-07-29,7,66,58,0,0.0
2024-07-30,1,401,314,4,743.01
2024-07-30,2,228,199,3,385.6
2024-07-30,3,374,298,3,255.2
2024-07-30,4,286,257,2,397.18
2024-07-30,5,157,132,3,272.72
2024-07-30,6,124,102,3,927.18
2024-07-30,7,92,72,1,0.0
2024-07-31,1,441,338,4,257.16
2024-07-31,2,612,467,9,2396.5
2024-07-31,3,323,284,3,307.43
2024-07-31,4,285,259,2,586.17
2024-07-31,5,217,174,5,999.0799999999999
2024-07-31,6,105,87,2,117.59
2024-07-31,7,68,53,1,0.0
2024-08-01,1,606,521,5,399.78
2024-08-01,2,342,288,6,901.6500000000001
2024-08-01,3,319,275,3,446.88
2024-08-01,4,389,337,3,759.74
2024-08-01,5,257,207,4,590.0899999999999
2024-08-01,6,106,93,3,1168.1399999999999
2024-08-01,7,99,85,1,0.0
2024-08-02,1,382,293,4,747.6
2024-08-02,2,397,333,7,821.82
2024-08-02,3,559,448,5,588.03
2024-08-02,4,242,219,2,248.68
2024-08-02,5,206,178,4,792.29
2024-08-02,6,77,59,1,0.0
2024-08-02,7,82,63,1,0.0
2024-08-03,1,631,489,6,811.5300000000001
2024-08-03,2,371,325,7,1382.9
2024-08-03,3,591,447,4,730.1800000000001
2024-08-03,4,414,314,3,393.39
2024-08-03,5,261,195,5,650.19
2024-08-03,6,105,91,2,217.24
2024-08-03,7,94,77,1,0.0
2024-08-04,1,605,490,7,1153.21
2024-08-04,2,314,240,5,477.82000000000005
2024-08-04,3,490,438,4,326.89
2024-08-04,4,408,321,2,117.89
2024-08-04,5,328,293,5,805.86
2024-08-04,6,109,84,3,769.4100000000001
2024-08-04,7,104,90,1,0.0
2024-08-05,1,247,219,2,723.78
2024-08-05,2,330,272,6,1080.38
2024-08-05,3,215,185,2,0.0
2024-08-05,4,248,188,1,0.0
2024-08-05,5,162,133,4,613.19
2024-08-05,6,62,47,1,0.0
2024-08-05,7,109,89,1,0.0
2024-08-06,1,587,511,7,811.6800000000001
2024-08-06,2,273,219,4,232.05
2024-08-06,3,399,318,3,211.35
2024-08-06,4,419,377,3,675.68
2024-08-06,5,174,150,3,784.97
2024-08-06,6,89,69,2,282.63
2024-08-06,7,112,99,1,0.0
2024-08-07,1,705,596,7,1399.69
2024-08-07,2,420,334,6,486.68
2024-08-07,3,389,288,3,300.2
2024-08-07,4,269,204,2,332.16
2024-08-07,5,339,252,7,1436.88
2024-08-07,6,124,113,3,313.14
2024-08-07,7,98,89,1,0.0
2024-08-08,1,653,498,7,1441.47
2024-08-08,2,300,231,5,1086.49
2024-08-08,3,599,509,5,773.37
2024-08-08,4,286,237,2,362.81
2024-08-08,5,193,154,4,1209.24
2024-08-08,6,122,107,3,234.83
2024-08-08,7,71,59,0,0.0
2024-08-09,1,523,402,5,524.07
2024-08-09,2,562,500,7,1050.59
2024-08-09,3,490,414,5,772.9300000000001
2024-08-09,4,388,312,2,338.18
2024-08-09,5,268,215,5,560.26
2024-08-09,6,165,129,4,361.53999999999996
2024-08-09,7,129,99,1,0.0
2024-08-10,1,715,617,9,1635.48
2024-08-10,2,454,392,6,606.46
2024-08-10,3,662,596,6,662.0699999999999
2024-08-10,4,440,372,3,264.26
2024-08-10,5,294,250,5,561.28
2024-08-10,6,149,116,4,982.51
2024-08-10,7,154,128,1,0.0
2024-08-11,1,615,482,7,1382.53
2024-08-11,2,700,549,11,1132.74
2024-08-11,3,649,559,6,1390.67
2024-08-11,4,448,346,3,524.18
2024-08-11,5,406,369,7,883.5
2024-08-11,6,160,129,4,1058.76
2024-08-11,7,139,108,1,0.0
2024-08-12,1,504,459,5,1326.49
2024-08-12,2,370,295,6,1050.02
2024-08-12,3,416,316,4,725.15
2024-08-12,4,342,296,2,414.64
2024-08-12,5,278,227,6,1104.75
2024-08-12,6,100,74,2,277.22
2024-08-12,7,80,69,0,0.0
2024-08-13,1,541,480,5,1500.59
2024-08-13,2,455,340,7,1329.83
2024-08-13,3,464,385,4,490.3
2024-08-13,4,326,249,3,282.24
2024-08-13,5,204,158,4,1081.46
2024-08-13,6,100,75,2,140.79
2024-08-13,7,89,72,1,0.0
2024-08-14,1,499,404,5,701.6200000000001
2024-08-14,2,514,417,9,1619.42
2024-08-14,3,496,446,4,428.94
2024-08-14,4,387,293,3,758.55
2024-08-14,5,314,288,6,1766.6399999999999
2024-08-14,6,150,117,4,571.0799999999999
2024-08-14,7,79,68,0,0.0
2024-08-15,1,665,592,8,1321.7
2024-08-15,2,678,511,9,2039.98
2024-08-15,3,401,306,4,368.27
2024-08-15,4,391,349,3,376.65
2024-08-15,5,293,224,6,454.31
2024-08-15,6,121,106,3,541.36
2024-08-15,7,74,63,1,0.0
2024-08-16,1,610,457,5,1118.31
2024-08-16,2,494,454,9,1121.0
2024-08-16,3,557,422,5,474.82
2024-08-16,4,501,391,4,485.03999999999996
2024-08-16,5,352,273,9,1247.27
2024-08-16,6,142,129,4,622.51
2024-08-16,7,112,92,1,0.0
2024-08-17,1,728,578,8,1233.78
2024-08-17,2,742,644,11,3637.33
2024-08-17,3,614,564,5,910.92
2024-08-17,4,453,359,3,1272.77
2024-08-17,5,420,370,11,1208.21
2024-08-17,6,176,158,5,821.1899999999999
2024-08-17,7,135,101,1,0.0
2024-08-18,1,648,519,8,2201.53
2024-08-18,2,667,599,9,1931.08
2024-08-18,3,674,502,5,472.78999999999996
2024-08-18,4,485,443,4,525.95
2024-08-18,5,268,208,5,1010.1800000000001
2024-08-18,6,161,146,3,686.73
2024-08-18,7,112,95,1,0.0
2024-08-19,1,534,453,7,638.79
2024-08-19,2,588,496,11,2257.7200000000003
2024-08-19,3,462,423,4,374.7
2024-08-19,4,268,235,2,0.0
2024-08-19,5,243,204,5,672.02
2024-08-19,6,134,122,3,268.16
2024-08-19,7,99,82,1,0.0
2024-08-20,1,555,498,7,1009.18
2024-08-20,2,333,253,6,1214.33
2024-08-20,3,505,408,6,574.51
2024-08-20,4,318,275,2,420.0
2024-08-20,5,291,230,6,701.89
2024-08-20,6,71,58,1,0.0
2024-08-20,7,112,91,1,0.0
2024-08-21,1,540,421,7,1231.5
2024-08-21,2,449,365,8,1605.54
2024-08-21,3,540,413,6,1555.73
2024-08-21,4,238,177,1,0.0
2024-08-21,5,306,239,8,2025.25
2024-08-21,6,135,112,4,706.66
2024-08-21,7,82,73,1,0.0
2024-08-22,1,666,529,7,1315.85
2024-08-22,2,418,353,6,846.7
2024-08-22,3,442,400,4,1136.05
2024-08-22,4,304,270,2,126.62
2024-08-22,5,321,285,7,772.91
2024-08-22,6,136,115,4,561.6
2024-08-22,7,102,78,1,0.0
2024-08-23,1,678,516,7,1648.76
2024-08-23,2,362,282,6,1262.6399999999999
2024-08-23,3,632,525,6,942.99
2024-08-23,4,396,335,3,388.55
2024-08-23,5,259,216,4,1162.6100000000001
2024-08-23,6,166,142,4,600.68
2024-08-23,7,125,103,1,0.0
2024-08-24,1,927,813,12,1831.0900000000001
2024-08-24,2,580,492,8,1118.4
2024-08-24,3,714,645,6,684.87
2024-08-24,4,440,403,4,1408.56
2024-08-24,5,346,286,8,778.81
2024-08-24,6,146,121,3,200.28
2024-08-24,7,138,124,1,0.0
2024-08-25,1,423,351,5,1286.87
2024-08-25,2,559,466,8,1128.8400000000001
2024-08-25,3,554,483,5,438.72
2024-08-25,4,317,254,2,741.12
2024-08-25,5,263,222,5,862.53
2024-08-25,6,117,106,3,180.5
2024-08-25,7,81,72,1,0.0
2024-08-26,1,324,250,4,483.12
2024-08-26,2,319,255,4,358.61
2024-08-26,3,381,300,3,242.14
2024-08-26,4,368,276,2,0.0
2024-08-26,5,249,200,4,925.04
2024-08-26,6,96,85,2,238.55
2024-08-26,7,52,42,0,0.0
2024-08-27,1,533,441,6,1949.45
2024-08-27,2,297,261,4,312.4
2024-08-27,3,480,383,4,228.35
2024-08-27,4,201,161,1,0.0
2024-08-27,5,93,76,2,0.0
2024-08-27,6,65,57,1,0.0
2024-08-27,7,72,64,0,0.0
2024-08-28,1,577,467,6,490.95
2024-08-28,2,425,353,6,579.77
2024-08-28,3,275,243,2,223.47
2024-08-28,4,294,221,2,777.75
2024-08-28,5,244,220,6,1420.5900000000001
2024-08-28,6,114,97,2,367.18
2024-08-28,7,74,66,1,0.0
2024-08-29,1,630,468,8,1569.12
2024-08-29,2,434,387,7,1416.94
2024-08-29,3,510,406,5,1069.1299999999999
2024-08-29,4,246,198,1,0.0
2024-08-29,5,251,227,6,694.25
2024-08-29,6,105,92,2,305.95
2024-08-29,7,97,83,1,0.0
2024-08-30,1,502,459,5,1338.78
2024-08-30,2,393,292,6,1289.23
2024-08-30,3,494,443,5,462.02
2024-08-30,4,247,227,2,515.52
2024-08-30,5,276,237,7,941.19
2024-08-30,6,103,82,2,373.98
2024-08-30,7,73,59,1,0.0
2024-08-31,1,568,474,5,808.94
2024-08-31,2,502,445,6,744.62
2024-08-31,3,437,375,4,337.09
2024-08-31,4,455,351,3,464.96
2024-08-31,5,262,200,5,622.25
2024-08-31,6,160,131,4,988.15
2024-08-31,7,82,69,1,0.0
2024-09-01,1,602,450,6,966.3199999999999
2024-09-01,2,377,313,6,593.3
2024-09-01,3,648,487,6,632.48
2024-09-01,4,306,270,2,143.58
2024-09-01,5,325,264,7,664.64
2024-09-01,6,132,113,3,217.36
2024-09-01,7,96,77,1,0.0
2024-09-02,1,395,333,4,951.76
2024-09-02,2,374,331,5,601.53
2024-09-02,3,335,303,3,158.38
2024-09-02,4,207,169,1,0.0
2024-09-02,5,162,136,4,567.5
2024-09-02,6,63,56,1,0.0
2024-09-02,7,93,77,1,0.0
2024-09-03,1,377,332,4,521.1800000000001
2024-09-03,2,403,368,5,1088.73
2024-09-03,3,441,341,4,871.62
2024-09-03,4,407,306,3,931.56
2024-09-03,5,230,196,4,294.68
2024-09-03,6,63,49,1,0.0
2024-09-03,7,66,60,0,0.0
2024-09-04,1,389,309,5,1065.28
2024-09-04,2,419,357,7,1513.0
2024-09-04,3,390,299,3,912.6299999999999
2024-09-04,4,308,261,2,857.1600000000001
2024-09-04,5,340,269,8,632.26
2024-09-04,6,62,49,1,0.0
2024-09-04,7,89,65,1,0.0
2024-09-05,1,361,302,3,390.36
2024-09-05,2,404,299,6,848.95
2024-09-05,3,420,332,3,618.3
2024-09-05,4,376,337,3,239.15
2024-09-05,5,320,237,8,828.23
2024-09-05,6,120,92,3,143.26
2024-09-05,7,83,62,1,0.0
2024-09-06,1,648,523,7,1517.73
2024-09-06,2,392,328,6,1511.2199999999998
2024-09-06,3,567,520,5,784.99
2024-09-06,4,367,279,3,259.62
2024-09-06,5,291,243,6,590.2
2024-09-06,6,138,121,3,542.3
2024-09-06,7,117,90,1,0.0
2024-09-07,1,605,547,7,1153.23
2024-09-07,2,604,535,8,1290.94
2024-09-07,3,578,464,5,618.49
2024-09-07,4,493,431,3,591.66
2024-09-07,5,361,285,6,764.48
2024-09-07,6,153,138,4,1052.82
2024-09-07,7,152,115,1,0.0
2024-09-08,1,838,748,9,2451.29
2024-09-08,2,471,403,7,1922.62
2024-09-08,3,693,625,5,527.22
2024-09-08,4,472,430,4,412.37
2024-09-08,5,402,328,9,1098.1399999999999
2024-09-08,6,155,141,4,1055.22
2024-09-08,7,131,102,2,211.88
2024-09-09,1,514,406,5,860.39
2024-09-09,2,369,292,6,1282.9099999999999
2024-09-09,3,558,456,5,433.85
2024-09-09,4,307,237,2,296.12
2024-09-09,5,298,221,5,561.54
2024-09-09,6,130,96,3,214.21
2024-09-09,7,92,82,1,0.0
2024-09-10,1,561,466,5,1134.92
2024-09-10,2,344,287,5,508.94000000000005
2024-09-10,3,433,356,4,277.03999999999996
2024-09-10,4,326,264,2,136.33
2024-09-10,5,290,257,7,1181.06
2024-09-10,6,161,119,5,803.26
2024-09-10,7,53,44,0,0.0
2024-09-11,1,638,568,7,1842.46
2024-09-11,2,342,293,4,139.65
2024-09-11,3,557,440,5,622.3
2024-09-11,4,357,314,2,131.63
2024-09-11,5,352,262,9,2206.14
2024-09-11,6,135,113,3,134.88
2024-09-11,7,82,65,0,0.0
2024-09-12,1,722,615,7,1313.79
2024-09-12,2,420,350,6,1031.49
2024-09-12,3,378,319,4,230.29
2024-09-12,4,322,285,2,0.0
2024-09-12,5,351,316,7,1018.75
2024-09-12,6,101,77,2,278.65
2024-09-12,7,97,86,1,0.0
2024-09-13,1,627,574,8,1391.4299999999998
2024-09-13,2,462,424,7,559.16
2024-09-13,3,640,473,7,664.65
2024-09-13,4,436,371,4,786.78
2024-09-13,5,294,269,5,434.58
2024-09-13,6,149,117,4,1139.76
2024-09-13,7,107,96,1,0.0
2024-09-14,1,702,642,7,1059.33
2024-09-14,2,618,561,10,2011.8000000000002
2024-09-14,3,679,510,6,714.73
2024-09-14,4,493,375,4,335.40999999999997
2024-09-14,5,413,335,9,1290.6
2024-09-14,6,142,121,4,761.13
2024-09-14,7,100,87,1,0.0
2024-09-15,1,738,678,8,1372.53
2024-09-15,2,465,347,8,1357.62
2024-09-15,3,631,473,6,456.44
2024-09-15,4,390,315,3,375.63
2024-09-15,5,325,259,7,1670.5300000000002
2024-09-15,6,147,132,3,352.72
2024-09-15,7,118,91,1,0.0
2024-09-16,1,549,439,6,1064.28
2024-09-16,2,339,276,6,751.63
2024-09-16,3,385,314,3,251.3
2024-09-16,4,285,240,2,124.4
2024-09-16,5,307,270,5,1272.1399999999999
2024-09-16,6,103,83,3,292.95
2024-09-16,7,109,94,1,0.0
2024-09-17,1,591,464,7,597.23
2024-09-17,2,373,341,6,1337.3400000000001
2024-09-17,3,581,446,5,1156.9
2024-09-17,4,257,195,2,318.37
2024-09-17,5,308,230,7,740.1700000000001
2024-09-17,6,126,99,3,390.43
2024-09-17,7,76,61,1,0.0
2024-09-18,1,447,351,5,647.71
2024-09-18,2,641,542,8,1653.5900000000001
2024-09-18,3,421,316,4,822.61
2024-09-18,4,324,266,2,0.0
2024-09-18,5,310,272,7,1656.8200000000002
2024-09-18,6,144,115,3,284.38
2024-09-18,7,89,75,1,0.0
2024-09-19,1,688,631,7,924.39
2024-09-19,2,679,580,10,2983.91
2024-09-19,3,530,447,4,672.06
2024-09-19,4,340,273,2,174.56
2024-09-19,5,331,245,7,726.74
2024-09-19,6,140,123,3,661.9300000000001
2024-09-19,7,110,87,1,0.0
2024-09-20,1,744,593,9,1914.61
2024-09-20,2,719,573,10,1224.33
2024-09-20,3,615,460,7,2262.7400000000002
2024-09-20,4,404,357,3,879.9300000000001
2024-09-20,5,353,322,8,1106.1200000000001
2024-09-20,6,117,96,3,931.4100000000001
2024-09-20,7,115,89,1,0.0
2024-09-21,1,765,641,7,1429.2900000000002
2024-09-21,2,619,495,9,680.04
2024-09-21,3,615,531,4,1054.58
2024-09-21,4,446,349,4,385.17
2024-09-21,5,414,317,8,2382.2
2024-09-21,6,162,129,5,936.14
2024-09-21,7,170,130,1,0.0
2024-09-22,1,817,646,10,2236.09
2024-09-22,2,545,429,8,878.26
2024-09-22,3,626,560,6,580.83
2024-09-22,4,537,398,4,431.87
2024-09-22,5,400,297,9,958.5899999999999
2024-09-22,6,153,137,4,709.5899999999999
2024-09-22,7,130,109,2,193.36
2024-09-23,1,527,419,5,744.27
2024-09-23,2,486,392,6,833.96
2024-09-23,3,546,418,4,451.69
2024-09-23,4,283,257,2,335.22
2024-09-23,5,234,209,5,474.44000000000005
2024-09-23,6,134,113,3,350.9
2024-09-23,7,95,84,1,0.0
2024-09-24,1,528,438,5,521.8100000000001
2024-09-24,2,336,260,4,438.59000000000003
2024-09-24,3,386,320,3,420.4
2024-09-24,4,302,271,2,0.0
2024-09-24,5,289,224,6,1441.21
2024-09-24,6,117,105,3,256.07
2024-09-24,7,93,71,1,0.0
2024-09-25,1,425,365,5,785.21
2024-09-25,2,402,350,7,1165.41
2024-09-25,3,407,354,3,133.48
2024-09-25,4,302,237,2,268.18
2024-09-25,5,227,172,5,394.16999999999996
2024-09-25,6,86,75,2,221.14
2024-09-25,7,95,72,1,0.0
2024-09-26,1,501,379,6,573.35
2024-09-26,2,438,326,7,1585.79
2024-09-26,3,524,463,5,412.03
2024-09-26,4,405,345,3,651.96
2024-09-26,5,259,219,5,907.02
2024-09-26,6,111,99,3,621.54
2024-09-26,7,107,84,1,0.0
2024-09-27,1,576,526,7,1214.87
2024-09-27,2,465,362,7,1270.26
2024-09-27,3,412,354,3,145.66
2024-09-27,4,249,197,2,139.48
2024-09-27,5,307,279,6,1159.5
2024-09-27,6,135,124,3,674.3100000000001
2024-09-27,7,108,96,1,0.0
2024-09-28,1,530,469,6,986.12
2024-09-28,2,525,443,8,888.76
2024-09-28,3,338,282,3,557.1
2024-09-28,4,446,360,4,787.93
2024-09-28,5,226,188,5,601.37
2024-09-28,6,108,85,2,239.88
2024-09-28,7,84,73,1,0.0
2024-09-29,1,565,502,6,1197.54
2024-09-29,2,479,391,8,1081.7
2024-09-29,3,609,556,5,835.5799999999999
2024-09-29,4,383,346,3,222.83
2024-09-29,5,226,183,4,815.0699999999999
2024-09-29,6,100,85,2,247.49
2024-09-29,7,54,46,0,0.0
2024-09-30,1,471,378,5,816.87
2024-09-30,2,311,280,5,593.5
2024-09-30,3,535,416,6,1335.18
2024-09-30,4,275,215,1,0.0
2024-09-30,5,186,158,4,563.87
2024-09-30,6,108,83,2,271.79
2024-09-30,7,64,52,0,0.0
2024-10-01,1,571,500,5,1538.67
2024-10-01,2,373,279,7,760.3499999999999
2024-10-01,3,310,256,3,356.87
2024-10-01,4,313,281,2,222.51
2024-10-01,5,242,179,5,452.21000000000004
2024-10-01,6,105,83,3,844.27
2024-10-01,7,77,70,1,0.0
2024-10-02,1,559,460,6,1175.01
2024-10-02,2,492,403,9,1060.48
2024-10-02,3,421,367,3,329.11
2024-10-02,4,311,262,2,366.44
2024-10-02,5,198,165,5,389.59000000000003
2024-10-02,6,77,66,2,358.74
2024-10-02,7,61,51,0,0.0
2024-10-03,1,642,514,8,2534.42
2024-10-03,2,530,432,8,1068.31
2024-10-03,3,646,583,6,954.83
2024-10-03,4,302,265,2,346.74
2024-10-03,5,257,191,6,744.25
2024-10-03,6,94,83,2,1019.64
2024-10-03,7,74,65,1,0.0
2024-10-04,1,730,589,9,2376.37
2024-10-04,2,366,304,6,936.4200000000001
2024-10-04,3,499,397,4,677.71
2024-10-04,4,403,317,3,671.82
2024-10-04,5,291,245,6,912.72
2024-10-04,6,118,98,3,308.37
2024-10-04,7,103,90,1,0.0
2024-10-05,1,711,559,9,2130.83
2024-10-05,2,515,459,9,1691.95
2024-10-05,3,507,400,4,826.3600000000001
2024-10-05,4,425,324,3,775.32
2024-10-05,5,319,257,6,892.13
2024-10-05,6,150,120,4,533.38
2024-10-05,7,117,95,1,0.0
2024-10-06,1,776,648,7,1304.77
2024-10-06,2,569,464,8,1511.65
2024-10-06,3,826,664,8,1390.08
2024-10-06,4,507,462,3,309.82
2024-10-06,5,293,240,7,2238.8599999999997
2024-10-06,6,149,116,4,248.96
2024-10-06,7,119,96,1,0.0
2024-10-07,1,376,335,4,984.1800000000001
2024-10-07,2,434,335,7,901.1299999999999
2024-10-07,3,465,374,5,569.13
2024-10-07,4,285,236,2,698.88
2024-10-07,5,236,183,5,1519.19
2024-10-07,6,130,105,3,149.35
2024-10-07,7,90,76,1,0.0
2024-10-08,1,562,471,7,1306.9599999999998
2024-10-08,2,421,369,6,1930.1499999999999
2024-10-08,3,422,315,4,540.27
2024-10-08,4,368,284,2,203.54
2024-10-08,5,268,239,6,1341.1399999999999
2024-10-08,6,90,70,2,234.01
2024-10-08,7,109,99,1,0.0
2024-10-09,1,434,340,5,1265.6
2024-10-09,2,380,312,6,737.12
2024-10-09,3,328,292,3,197.61
2024-10-09,4,378,313,2,434.86
2024-10-09,5,333,285,7,841.75
2024-10-09,6,207,189,5,838.11
2024-10-09,7,83,71,1,0.0
2024-10-10,1,528,470,6,2051.73
2024-10-10,2,454,381,9,1543.51
2024-10-10,3,516,388,5,1096.46
2024-10-10,4,483,368,4,773.06
2024-10-10,5,311,242,7,1105.65
2024-10-10,6,182,140,5,589.89
2024-10-10,7,88,79,1,0.0
2024-10-11,1,726,559,9,1607.34
2024-10-11,2,582,527,9,1038.37
2024-10-11,3,583,506,4,844.1600000000001
2024-10-11,4,442,403,3,204.56
2024-10-11,5,391,314,7,926.5
2024-10-11,6,155,140,4,1294.11
2024-10-11,7,103,81,1,0.0
2024-10-12,1,845,661,9,1900.56
2024-10-12,2,630,483,10,2438.74
2024-10-12,3,691,600,7,1260.3799999999999
2024-10-12,4,618,507,6,1675.8
2024-10-12,5,401,338,9,1901.09
2024-10-12,6,155,115,4,963.3399999999999
2024-10-12,7,95,74,1,0.0
2024-10-13,1,524,420,6,1006.26
2024-10-13,2,646,526,9,1685.77
2024-10-13,3,731,633,6,775.39
2024-10-13,4,546,493,4,272.27
2024-10-13,5,425,336,8,1710.6399999999996
2024-10-13,6,154,118,3,328.01
2024-10-13,7,128,101,1,0.0
2024-10-14,1,703,520,7,733.1600000000001
2024-10-14,2,443,366,7,1401.6
2024-10-14,3,486,389,5,943.64
2024-10-14,4,368,288,3,207.22
2024-10-14,5,220,165,4,318.23
2024-10-14,6,109,84,2,147.74
2024-10-14,7,96,71,1,0.0
2024-10-15,1,661,539,8,1401.72
2024-10-15,2,385,338,5,1053.84
2024-10-15,3,590,534,4,1838.2800000000002
2024-10-15,4,272,215,2,828.72
2024-10-15,5,325,241,8,1370.7199999999998
2024-10-15,6,167,124,5,1043.8400000000001
2024-10-15,7,95,73,1,0.0
2024-10-16,1,627,550,7,1411.34
2024-10-16,2,608,528,10,2607.92
2024-10-16,3,447,356,5,984.47
2024-10-16,4,247,205,1,0.0
2024-10-16,5,327,299,6,1125.47
2024-10-16,6,137,107,4,468.16999999999996
2024-10-16,7,113,101,1,0.0
2024-10-17,1,653,520,7,789.0
2024-10-17,2,577,473,9,1198.58
2024-10-17,3,631,559,6,1373.1
2024-10-17,4,410,322,3,836.49
2024-10-17,5,331,264,8,1973.16
2024-10-17,6,132,105,3,409.35
2024-10-17,7,113,88,1,0.0
2024-10-18,1,845,660,11,1628.3600000000001
2024-10-18,2,576,469,9,1596.5
2024-10-18,3,552,436,6,627.9
2024-10-18,4,408,310,3,400.2
2024-10-18,5,411,341,8,1436.93
2024-10-18,6,148,127,3,164.24
2024-10-18,7,132,106,1,0.0
2024-10-19,1,659,508,7,1593.88
2024-10-19,2,685,515,10,2099.6800000000003
2024-10-19,3,548,457,5,758.52
2024-10-19,4,495,372,4,366.82
2024-10-19,5,341,309,6,846.02
2024-10-19,6,153,131,4,587.03
2024-10-19,7,108,80,1,0.0
2024-10-20,1,665,564,7,1509.42
2024-10-20,2,559,434,9,2326.67
2024-10-20,3,615,477,6,748.8
2024-10-20,4,480,390,3,225.99
2024-10-20,5,384,285,9,1068.85
2024-10-20,6,167,140,4,819.79
2024-10-20,7,119,97,1,0.0
2024-10-21,1,554,467,7,1162.26
2024-10-21,2,453,374,6,1184.58
2024-10-21,3,503,401,5,1291.52
2024-10-21,4,325,273,2,736.86
2024-10-21,5,292,258,5,1193.65
2024-10-21,6,87,76,2,0.0
2024-10-21,7,104,83,1,0.0
2024-10-22,1,447,353,5,1185.07
2024-10-22,2,451,409,7,908.88
2024-10-22,3,353,322,4,340.15999999999997
2024-10-22,4,402,332,3,362.68
2024-10-22,5,291,222,7,592.79
2024-10-22,6,116,98,3,270.68
2024-10-22,7,98,84,1,0.0
2024-10-23,1,675,527,8,1277.0500000000002
2024-10-23,2,407,319,7,1205.24
2024-10-23,3,557,506,5,417.05999999999995
2024-10-23,4,329,262,2,375.16
2024-10-23,5,288,228,6,1519.66
2024-10-23,6,146,124,4,745.31
2024-10-23,7,84,64,0,0.0
2024-10-24,1,775,631,9,1724.24
2024-10-24,2,527,444,10,1710.42
2024-10-24,3,523,454,5,519.53
2024-10-24,4,555,476,4,441.12
2024-10-24,5,387,342,10,2330.37
2024-10-24,6,89,74,2,191.94
2024-10-24,7,112,95,1,0.0
2024-10-25,1,705,609,7,1124.37
2024-10-25,2,336,294,5,805.68
2024-10-25,3,539,439,5,530.65
2024-10-25,4,404,339,2,699.36
2024-10-25,5,328,283,7,1163.24
2024-10-25,6,113,90,3,300.92
2024-10-25,7,67,54,0,0.0
2024-10-26,1,638,560,7,1319.0500000000002
2024-10-26,2,348,312,5,1051.27
2024-10-26,3,467,347,4,565.64
2024-10-26,4,467,395,3,153.18
2024-10-26,5,302,266,6,867.8
2024-10-26,6,187,138,5,945.6000000000001
2024-10-26,7,109,90,1,0.0
2024-10-27,1,420,349,6,928.85
2024-10-27,2,457,366,7,1541.85
2024-10-27,3,537,432,4,216.1
2024-10-27,4,319,268,3,557.4300000000001
2024-10-27,5,297,268,6,1036.0900000000001
2024-10-27,6,130,97,3,572.65
2024-10-27,7,125,107,1,0.0
2024-10-28,1,521,456,5,475.21000000000004
2024-10-28,2,313,277,5,1012.92
2024-10-28,3,362,304,3,134.62
2024-10-28,4,276,224,2,142.65
2024-10-28,5,160,135,3,383.58
2024-10-28,6,125,95,3,879.64
2024-10-28,7,83,61,1,0.0
